kepoi_name,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_disposition
K04391.01,5952.0,161.0,-179.0,4.475,0.067,-0.189,-0.28,0.3,-0.3,0.928,0.265,-0.114,0.94,0.118,-0.106,290.39505,41.78157,14.955,15.442,14.903,14.747,14.643,13.708,13.327,13.294,0.208,19.359679,3e-05,41.78125,0.00033,0.3,1.2,-1.1,1.2,-0.00011,0.00035,0.00029,0.00034,-0.29,0.41,-0.86,0.5,0.91,0.53,-0.35,0.3,-1.0,0.55,1.06,0.53,CANDIDATE
K04393.01,5398.0,177.0,-160.0,4.571,0.034,-0.136,-0.02,0.25,-0.3,0.811,0.169,-0.068,0.896,0.073,-0.097,299.27658,44.291981,15.295,15.954,15.236,15.013,14.903,13.916,13.459,13.416,0.026,19.951772,3.5e-05,44.29246,0.00039,0.0,1.4,1.7,1.4,3e-05,0.00016,-0.00023,0.00017,0.5,1.1,-0.83,0.64,1.0,0.84,0.6,1.1,-0.88,0.76,1.05,0.89,CANDIDATE
K04395.01,5266.0,158.0,-142.0,4.611,0.036,-0.09,-0.22,0.3,-0.3,0.741,0.103,-0.06,0.83,0.07,-0.101,287.84,38.255489,15.686,16.353,15.64,15.401,15.282,14.224,13.823,13.742,0.416,19.189321,2.7e-05,38.25548,0.00032,-0.5,1.2,0.0,1.1,0.00018,0.00023,-9e-05,0.00023,-1.01,0.51,-0.24,0.57,1.04,0.51,-0.88,0.49,-0.65,0.59,1.09,0.53,CANDIDATE
K04259.01,5486.0,164.0,-164.0,4.389,0.149,-0.182,0.06,0.25,-0.3,0.996,0.272,-0.168,0.885,0.101,-0.074,290.01245,41.089989,15.195,15.836,15.135,14.92,14.796,13.822,13.443,13.348,0.395,19.334174,3.8e-05,41.0897,0.00039,0.4,1.5,-1.0,1.4,-5e-05,0.00011,7e-05,0.0001,-0.45,0.86,0.37,0.33,0.58,0.61,-0.65,0.96,0.3,0.35,0.72,0.81,CANDIDATE
K02579.03,5887.0,70.0,-79.0,4.292,0.12,-0.12,0.16,0.15,-0.15,1.235,0.213,-0.175,1.09,0.07,-0.078,293.98871,46.718021,15.147,15.605,15.11,14.951,14.887,13.994,13.71,13.714,0.088,19.599285,2.5e-05,46.71794,0.00026,1.44,0.91,-0.29,0.94,-0.00027,0.00017,8e-05,0.00017,-1.07,0.48,-0.4,0.48,1.14,0.46,-1.12,0.45,-0.31,0.55,1.16,0.45,CANDIDATE
K04329.01,6240.0,111.0,-136.0,4.326,0.063,-0.117,0.14,0.15,-0.2,1.252,0.205,-0.119,1.214,0.087,-0.097,289.01178,51.376019,12.018,12.312,11.964,11.892,11.878,11.128,10.83,10.806,0.0954,19.267434,2.7e-05,51.37598,0.0003,-0.62,0.9,-0.1,1.1,2.9e-05,4.2e-05,7.259999999999999e-05,0.00013900000000000002,-0.53,0.78,0.2,1.6,0.55,0.77,-0.6,0.72,0.4,1.4,0.7,0.79,CANDIDATE
K04331.01,6694.0,188.0,-259.0,4.084,0.252,-0.168,-0.22,0.25,-0.3,1.732,0.511,-0.562,1.333,0.185,-0.254,290.81366,40.254875,13.228,13.771,13.179,12.995,13.1548,12.183,12.002,11.938,0.595,19.387578,1.5e-05,40.25479,0.00016,0.0,0.62,-0.3,0.58,3e-06,3.6e-05,1.8e-05,3.3e-05,-0.45,0.4,-0.56,0.3,0.72,0.34,-0.46,0.38,-0.58,0.33,0.74,0.36,CANDIDATE
K04398.01,5573.0,174.0,-194.0,4.562,0.036,-0.144,-0.04,0.25,-0.3,0.839,0.176,-0.075,0.939,0.083,-0.12,295.21127,41.086971,15.486,16.048,15.4,15.245,15.124,14.22,13.794,13.708,0.0,19.680761,2.1e-05,41.0865,0.0002,0.35,0.85,-1.7,0.71,-0.00071,0.00028,9e-05,0.00024,0.84,0.95,2.18,0.72,2.34,0.96,0.3,0.3,-0.38,0.59,0.49,0.5,CANDIDATE
K00647.02,6011.0,108.0,-132.0,4.123,0.195,-0.105,-0.3,0.15,-0.15,1.409,0.214,-0.294,0.963,0.075,-0.082,291.19507,40.702702,13.55,13.869,13.497,13.413,13.371,12.511,12.22,12.16,0.014,19.412954,2.8e-05,40.70299,0.00034,-2.1,1.2,1.0,1.2,9.6e-05,5.1e-05,-4.3e-05,5.4e-05,0.32,0.77,-0.81,0.79,0.87,0.96,0.41,0.8,-0.68,0.85,0.8,1.1,CANDIDATE
K02420.02,5557.0,83.0,-75.0,4.288,0.162,-0.108,0.14,0.15,-0.15,1.151,0.166,-0.184,0.936,0.069,-0.046,288.58835,42.605659,14.746,15.249,14.691,14.53,14.459,13.55,13.238,13.175,0.019,19.239253,4e-05,42.60508,0.00045,1.2,1.6,-2.1,1.6,-0.0001,0.00013,0.00018,0.00014,0.88,0.8,0.47,0.88,1.0,0.92,0.74,0.76,0.57,0.95,0.9,1.0,CANDIDATE
K04264.01,5553.0,166.0,-149.0,4.577,0.036,-0.153,-0.16,0.3,-0.3,0.806,0.176,-0.063,0.903,0.083,-0.111,291.06168,51.404781,15.85,16.432,15.796,15.601,15.5,14.567,14.158,14.063,0.0,19.40402,3e-05,51.40529,0.00026,-3.1,1.0,1.82,0.92,0.00062,0.00021,-0.00026,0.00019,-2.35,0.59,2.54,0.94,3.46,0.79,-2.64,0.51,2.5,1.0,3.61,0.9,CANDIDATE
K04333.01,6060.0,148.0,-196.0,4.419,0.063,-0.305,0.0,0.2,-0.3,1.057,0.502,-0.11,1.067,0.224,-0.127,291.7005,37.843731,14.205,14.673,14.15,14.005,13.935,13.086,12.756,12.701,0.053000000000000005,19.447500400000003,4.28e-05,38.722593999999994,0.0005420000000000001,-0.7599999999999999,1.8,0.15999999999999998,1.9599999999999997,3.600000000000002e-05,0.00040999999999999994,0.000164,0.000438,0.48999999999999994,0.8640000000000001,0.07200000000000002,0.808,1.0779999999999998,0.9339999999999999,0.53,0.82,-0.06600000000000002,0.7819999999999999,0.954,0.922,CANDIDATE
K04334.01,4849.0,146.0,-146.0,4.561,0.061,-0.039,-0.08,0.3,-0.3,0.738,0.056,-0.074,0.723,0.081,-0.054,291.51819,47.139301,15.849,16.698,15.773,15.486,15.25,14.248,13.655,13.618,0.0,19.434563,3.4e-05,47.1399,0.00035,0.6,1.2,2.2,1.3,-0.00013,0.00024,-0.0005,0.00024,-0.78,0.78,-1.77,0.69,1.94,0.63,-0.75,0.88,-1.91,0.65,2.06,0.65,CANDIDATE
K04399.01,5595.0,100.0,-122.0,4.57,0.016,-0.093,-0.14,0.15,-0.15,0.82,0.092,-0.04,0.917,0.043,-0.076,282.12888,44.303162,11.965,12.463,11.941,11.752,11.682,10.781,10.426,10.353,0.001,18.80856,1.9e-05,44.30276,0.00014,-1.21,0.73,-1.44,0.52,0.00025,0.00017,0.00019,0.00012,-0.76,0.72,0.88,0.45,1.16,0.45,-0.78,0.8,0.45,0.42,0.9,0.66,CANDIDATE
K04198.01,6017.0,120.0,-120.0,3.699,0.248,-0.078,-0.38,0.15,-0.15,2.639,0.358,-0.894,1.269,0.111,-0.24,283.85291,45.48526,12.638,13.047,12.573,12.464,12.5776,11.648,11.401,11.356,0.168,18.923522,1.8e-05,45.48509,0.00017,-0.21,0.67,-0.62,0.62,8e-06,1.5e-05,1.3e-05,1.4e-05,-1.08,0.61,0.88,0.9,1.39,0.49,-1.03,0.65,0.93,0.91,1.38,0.54,CANDIDATE
K04269.02,5159.0,171.0,-155.0,3.604,0.863,-0.23,-0.04,0.3,-0.3,3.062,0.943,-2.2,1.373,0.205,-0.512,293.79684,45.160728,13.263,14.01,13.204,12.943,12.773,11.718,11.249,11.136,0.062,19.586445,2.9e-05,45.16114,0.00035,-0.4,1.1,1.5,1.3,1.9e-05,3.4e-05,-4.5e-05,4e-05,0.16,0.9,-0.18,0.66,0.24,0.99,0.2,0.9,-0.11,0.76,0.2,1.1,CANDIDATE
K07679.01,5487.0,147.0,-147.0,4.568,0.038,-0.152,-0.08,0.3,-0.3,0.815,0.175,-0.075,0.899,0.082,-0.101,290.88486,39.115921,14.185,14.763,14.13,13.937,13.836,13.044,12.614,12.554,0.104,19.392265,3.5e-05,39.11585,0.00041,-2.5,1.5,-0.3,1.5,0.000148,9.9e-05,1e-05,0.0001,-0.01,0.68,0.17,0.97,0.17,0.96,-0.42,0.61,0.15,0.83,0.44,0.62,CANDIDATE
K04405.01,6210.0,175.0,-219.0,4.467,0.054,-0.216,-0.24,0.25,-0.35,0.986,0.32,-0.107,1.035,0.147,-0.134,296.896,48.04726,14.671,15.087,14.622,14.492,14.408,13.556,13.245,13.224,0.011,19.793092,2.8e-05,48.04679,0.0003,0.9,1.0,-1.7,1.1,-0.00015,0.00015,0.00022,0.00016,-2.28,0.34,-0.71,0.28,2.38,0.34,-2.33,0.36,-0.71,0.3,2.43,0.36,CANDIDATE
K04407.01,6355.0,115.0,-127.0,4.299,0.063,-0.117,0.16,0.15,-0.2,1.319,0.217,-0.144,1.269,0.09,-0.117,301.15656,44.379532,11.179,11.502,11.157,11.04,11.054,10.15,9.881,9.778,0.0,20.077016,2.7e-05,44.38003,0.00025,-3.4,1.0,1.8,0.91,5.5e-05,1.8e-05,-3.5e-05,1.6e-05,-2.4,1.0,1.09,0.92,2.6,1.2,-2.3,1.0,0.81,0.89,2.4,1.1,CANDIDATE
K04273.01,6180.0,111.0,-136.0,4.155,0.162,-0.122,0.07,0.15,-0.15,1.54,0.291,-0.291,1.237,0.107,-0.131,294.20984,46.479969,12.677,13.036,12.648,12.523,12.474,11.659,11.377,11.311,0.626,19.613985,2.3e-05,46.48002,0.00022,-0.15,0.86,0.19,0.79,2.7e-05,6.4e-05,-2.6e-05,5.9e-05,-0.16,0.43,-0.03,0.38,0.16,0.43,-0.14,0.39,-0.15,0.39,0.2,0.49,CANDIDATE
K04274.01,6065.0,190.0,-232.0,4.495,0.052,-0.208,-0.18,0.25,-0.3,0.947,0.304,-0.101,1.022,0.14,-0.14,296.81158,41.51569,15.276,15.779,15.236,15.061,14.965,14.051,13.774,13.74,0.009,19.787408,2.2e-05,41.51514,0.00024,-1.21,0.89,-1.98,0.85,0.00017,0.00011,0.00013,0.00011,0.2,0.65,0.47,0.47,0.51,0.62,0.34,0.62,0.18,0.43,0.38,0.67,CANDIDATE
K04691.01,5702.0,77.0,-77.0,4.247,0.162,-0.108,0.14,0.15,-0.15,1.245,0.205,-0.205,0.997,0.075,-0.06,293.28015,46.560089,14.491,14.962,14.447,14.289,14.226,13.389,13.035,13.087,0.099,19.552069,3.2e-05,46.56025,0.00043,2.2,1.2,0.6,1.6,-0.000143,9e-05,3e-05,0.00012,0.45,0.67,0.43,0.74,0.62,0.87,0.59,0.71,0.32,0.87,0.67,0.93,CANDIDATE
K04480.01,5574.0,166.0,-150.0,4.505,0.104,-0.127,-0.5,0.3,-0.3,0.805,0.153,-0.102,0.756,0.109,-0.047,290.77655,47.64843,14.122,14.651,14.073,13.896,13.779,12.829,12.482,12.364,0.108,19.385119,1.7e-05,47.64852,0.00015,0.59,0.61,0.33,0.53,0.00017,0.00033,0.00029,0.0003,-1.03,0.38,-0.47,0.45,1.13,0.51,0.16,0.34,0.55,0.39,0.58,0.45,CANDIDATE
K07685.01,5999.0,163.0,-181.0,4.263,0.22,-0.18,-0.32,0.3,-0.3,1.177,0.335,-0.274,0.926,0.132,-0.096,286.77313,39.277531,13.219,13.679,13.177,13.022,12.961,12.094,11.843,11.72,0.251,19.118231,1.9e-05,39.27762,0.00026,0.89,0.78,0.31,0.95,-9e-05,8.3e-05,-4e-05,0.0001,-0.56,0.55,-1.04,0.67,1.18,0.65,-0.6,0.64,-1.08,0.66,1.23,0.65,CANDIDATE
K04482.01,6256.0,113.0,-126.0,4.27,0.115,-0.115,-0.02,0.15,-0.15,1.293,0.228,-0.166,1.135,0.106,-0.08,299.09537,43.439098,12.642,12.986,12.581,12.494,12.47,11.578,11.444,11.347,0.169,19.939655,3.1e-05,43.43916,0.00028,-1.4,1.2,0.23,1.0,5.5e-05,4e-05,2e-06,3.3e-05,0.31,0.67,-1.1,0.83,1.14,0.92,0.23,0.81,-1.14,0.73,1.16,0.82,CANDIDATE
K04549.01,5799.0,172.0,-207.0,4.548,0.036,-0.192,-0.16,0.3,-0.3,0.86,0.254,-0.085,0.955,0.109,-0.121,292.02621,41.984119,15.98,16.551,15.94,15.735,15.647,14.698,14.309,14.294,0.068,19.468393,3.1e-05,41.98423,0.00023,-0.9,1.2,0.38,0.83,-0.00025,0.0002,-0.00011,0.00014,10.1,1.7,1.94,0.69,10.3,1.7,0.8,1.5,-0.07,0.58,0.8,1.4,CANDIDATE
K04551.01,6102.0,184.0,-202.0,4.449,0.056,-0.224,-0.06,0.25,-0.3,1.018,0.341,-0.114,1.058,0.151,-0.135,295.09201,49.940079,14.654,15.111,14.605,14.458,14.425,13.498,13.207,13.145,0.199,19.672773,4.2e-05,49.9397,0.00041,-0.9,1.5,-1.4,1.5,0.00013,0.00017,0.00015,0.00018,0.56,0.84,0.6,1.2,0.81,0.79,0.51,0.78,0.5,1.0,0.72,0.69,CANDIDATE
K04694.01,6258.0,175.0,-219.0,4.442,0.054,-0.216,-0.12,0.25,-0.35,1.046,0.335,-0.112,1.102,0.154,-0.154,288.70859,46.018188,14.851,15.25,14.797,14.68,14.633,13.759,13.452,13.397,0.138,19.247204,3.7e-05,46.01791,0.00034,-1.4,1.4,-1.0,1.2,0.00021,0.00019,0.00013,0.00016,0.4,1.2,-0.07,0.31,0.4,1.2,0.5,1.2,0.03,0.35,0.5,1.2,CANDIDATE
K07680.01,6990.0,194.0,-305.0,4.115,0.148,-0.181,0.06,0.2,-0.35,1.785,0.567,-0.378,1.515,0.207,-0.231,295.31512,39.141048,12.449,12.955,12.396,12.232,12.2692,11.825,11.665,11.639,0.453,19.68767,3e-05,39.14133,0.00037,-0.2,1.3,1.0,1.3,4e-05,0.00022,-0.00016,0.00023,-0.08,0.87,-2.8,3.7,2.8,3.7,-0.08,0.68,-2.7,3.7,2.7,3.7,CANDIDATE
K04487.01,5252.0,73.0,-84.0,4.593,0.009,-0.086,0.07,0.15,-0.15,0.783,0.08,-0.023,0.896,0.033,-0.06,292.02829,43.946362,14.371,15.011,14.311,14.096,13.993,13.003,12.573,12.48,0.23659999999999998,19.468584,2.7e-05,43.94645,0.00029,1.2,1.1,0.3,1.0,-9.3e-05,9.4e-05,-0.00030240000000000003,0.0012296000000000004,-0.14,0.62,0.04,0.9,0.15,0.74,-0.15,0.71,0.23,0.91,0.27,1.0,CANDIDATE
K04554.01,5684.0,85.0,-68.0,3.915,0.217,-0.093,0.3,0.15,-0.15,2.032,0.247,-0.535,1.239,0.102,-0.165,293.43478,41.716881,14.579,15.006,14.553,14.397,14.348,13.514,13.196,13.133,0.012,19.562375,3.1e-05,41.71701,0.00033,2.3,1.2,0.5,1.2,-0.000151,8.4e-05,-6.6e-05,8e-05,0.76,0.59,0.38,0.56,0.85,0.7,0.75,0.53,0.23,0.53,0.79,0.6,CANDIDATE
K04555.01,5376.0,179.0,-142.0,4.601,0.035,-0.139,-0.42,0.38,-0.28,0.727,0.183,-0.055,0.769,0.117,-0.069,291.22043,43.574268,14.816,15.416,14.768,14.559,14.457,13.459,13.022,12.92,0.0,19.414661,3.7e-05,43.5727,0.00046,-1.4,1.4,-5.7,1.6,0.00069,0.00077,0.00292,0.00088,-0.21,0.46,-1.2,1.3,1.2,1.3,-0.24,0.84,-1.3,1.1,1.3,1.3,CANDIDATE
K04557.01,6208.0,166.0,-203.0,4.454,0.054,-0.216,-0.12,0.25,-0.3,1.024,0.332,-0.111,1.086,0.141,-0.141,283.70471,47.385288,13.666,14.031,13.605,13.51,13.484,12.626,12.339,12.294,0.839,18.913662,3.4e-05,47.38534,0.00032,0.6,1.3,0.2,1.1,-3.4e-05,7.3e-05,3e-06,6.6e-05,-0.79,0.32,0.29,0.52,0.85,0.34,-0.81,0.32,0.46,0.53,0.93,0.37,CANDIDATE
K04626.01,5854.0,79.0,-79.0,4.114,0.182,-0.098,0.16,0.15,-0.15,1.528,0.238,-0.327,1.107,0.11,-0.09,289.90417,38.651371,14.876,15.389,14.848,14.656,14.567,13.622,13.335,13.269,0.207,19.326975,2.6e-05,38.65139,0.00035,1.3,1.1,0.1,1.3,-0.0004,0.00034,-9e-05,0.0004,-0.54,0.6,-1.59,0.74,1.67,0.82,-0.46,0.57,-1.58,0.74,1.64,0.8,CANDIDATE
K04627.01,5525.0,74.0,-83.0,4.488,0.045,-0.105,0.16,0.15,-0.15,0.923,0.112,-0.056,0.957,0.044,-0.059,298.75836,41.631031,15.029,15.629,14.993,14.772,14.643,13.706,13.277,13.215,0.423,19.917245,3.7e-05,41.63119,0.00038,0.9,1.5,0.6,1.4,-0.00013,0.00025,-0.00014,0.00022,0.88,0.72,1.0,0.74,1.33,0.73,0.75,0.72,0.69,0.74,1.02,0.73,CANDIDATE
K04630.01,5929.0,80.0,-80.0,4.123,0.182,-0.098,0.12,0.15,-0.15,1.518,0.279,-0.307,1.116,0.121,-0.081,295.59735,43.596401,14.875,15.387,14.837,14.656,14.521,13.612,13.192,13.05,0.053,19.706482,2e-05,43.59622,0.00019,-0.29,0.8,-0.65,0.67,-0.00031,0.00019,1e-05,0.00016,1.62,0.3,1.17,0.94,1.99,0.6,0.27,0.38,0.68,0.73,0.73,0.57,CANDIDATE
K04698.01,6469.0,158.0,-248.0,4.385,0.056,-0.224,0.07,0.25,-0.3,1.193,0.41,-0.137,1.26,0.165,-0.184,291.12744,47.938801,14.765,15.124,14.684,14.612,14.574,13.673,13.413,13.419,0.016,19.40848,5.8e-05,47.93801,0.0005,-0.6,2.1,-2.8,1.8,6e-05,0.00018,0.00023,0.00016,0.1,1.1,0.31,0.68,0.34,0.74,0.2,1.0,0.21,0.69,0.32,0.85,CANDIDATE
K04699.01,6108.0,82.0,-92.0,4.251,0.125,-0.112,0.1,0.15,-0.15,1.336,0.237,-0.194,1.162,0.083,-0.093,291.88797,43.649811,12.889,13.221,12.838,12.746,12.739,11.917,11.676,11.621,0.517,19.45923,3.3e-05,43.64985,0.00042,1.2,1.3,0.2,1.5,-4e-05,4.4e-05,1e-06,5.1e-05,-0.53,0.59,-0.07,0.71,0.54,0.59,-0.5,0.59,0.11,0.71,0.51,0.6,CANDIDATE
K04700.01,5515.0,182.0,-199.0,4.592,0.036,-0.135,-0.26,0.3,-0.3,0.775,0.164,-0.07,0.868,0.083,-0.102,295.36145,45.914841,15.972,16.61,15.937,15.699,15.564,14.672,14.16,14.111,0.587,19.690788,3.4e-05,45.91478,0.00041,0.9,1.3,-0.2,1.5,-0.0002,0.00027,7e-05,0.00031,-0.97,0.62,-0.07,0.63,0.97,0.62,-0.62,0.61,0.06,0.62,0.62,0.61,CANDIDATE
K04558.01,5602.0,152.0,-152.0,4.269,0.253,-0.207,-0.14,0.3,-0.25,1.121,0.342,-0.28,0.852,0.125,-0.073,285.59543,40.679722,14.598,15.179,14.553,14.35,14.27,13.266,12.885,12.77,0.0,19.039733,3.2e-05,40.68068,0.00039,1.5,1.3,3.5,1.4,-0.00017,0.00013,-0.00036,0.00014,-0.94,0.49,-0.79,0.67,1.23,0.57,-1.16,0.49,-0.96,0.68,1.51,0.57,CANDIDATE
K04632.01,5485.0,191.0,-191.0,4.575,0.051,-0.111,-0.38,0.35,-0.3,0.762,0.149,-0.075,0.796,0.096,-0.079,299.01312,41.329311,15.618,16.265,15.586,15.341,15.19,14.205,13.819,13.831,0.516,19.934238,3.3e-05,41.32938,0.00036,1.2,1.3,0.2,1.3,-0.0007,0.0011,-0.0004,0.0011,0.09,0.57,0.32,0.63,0.33,0.63,0.11,0.54,0.32,0.63,0.33,0.62,CANDIDATE
K04633.01,6049.0,72.0,-90.0,4.248,0.125,-0.125,0.18,0.15,-0.15,1.354,0.251,-0.205,1.189,0.081,-0.097,289.77954,41.214409,13.848,14.352,13.817,13.632,13.557,12.725,12.379,12.307,0.144,19.318623,2.4e-05,41.21448,0.00037,-0.49,0.99,0.3,1.3,3.2e-05,6.6e-05,0.00022859999999999997,0.0004052,0.41,0.39,0.39,0.84,0.56,0.75,0.49,0.41,0.28,0.76,0.57,0.62,CANDIDATE
K04634.01,6174.0,175.0,-197.0,4.398,0.105,-0.195,-0.28,0.3,-0.3,1.041,0.326,-0.14,0.987,0.147,-0.12,300.6496,44.05574,13.685,14.104,13.647,13.506,13.452,12.627,12.317,12.251,0.138,20.043286,3.3e-05,44.05596,0.00034,-0.8,1.3,0.8,1.2,0.00013,0.00011,-7e-05,0.00011,-1.04,0.72,-0.15,0.63,1.05,0.7,-1.08,0.73,-0.18,0.62,1.1,0.73,CANDIDATE
K03196.01,6117.0,135.0,-135.0,4.244,0.137,-0.112,-0.04,0.15,-0.15,1.298,0.221,-0.199,1.079,0.103,-0.075,283.35046,45.339111,11.525,11.806,11.467,11.405,11.424,10.547,10.335,10.276,0.039,18.89,2.5e-05,45.33933,0.00023,-1.16,0.97,0.81,0.83,2.6e-05,2.1e-05,-1.9e-05,1.8e-05,-0.2,1.5,0.38,0.79,0.4,1.3,-0.2,1.4,0.23,0.81,0.3,1.4,CANDIDATE
K04705.01,5751.0,172.0,-189.0,4.431,0.12,-0.18,-0.36,0.3,-0.3,0.921,0.248,-0.134,0.834,0.12,-0.07,297.60236,40.803219,15.078,15.649,15.042,14.833,14.693,13.776,13.388,13.37,0.0,19.840257,3e-05,40.80331,0.00029,4.1,1.2,0.3,1.0,-0.00044,0.00014,-4e-05,0.00012,2.09,0.41,0.24,0.43,2.1,0.37,2.11,0.54,0.21,0.55,2.12,0.49,CANDIDATE
K04495.01,5843.0,164.0,-205.0,4.474,0.054,-0.216,0.08,0.25,-0.3,0.977,0.297,-0.099,1.036,0.127,-0.127,296.77414,40.793282,15.466,16.05,15.413,15.216,15.119,14.149,13.883,13.797,0.001,19.784929,1.7e-05,40.79365,0.00029,-0.52,0.7,1.3,1.0,0.00017,0.00013,0.00031,0.00019,-0.68,0.96,-3.5,1.2,3.5,1.2,-0.27,0.5,-1.4,0.62,1.43,0.64,CANDIDATE
K04496.01,5919.0,162.0,-203.0,4.485,0.039,-0.221,0.21,0.15,-0.35,1.0,0.305,-0.102,1.114,0.109,-0.163,284.68292,41.592411,15.602,16.119,15.533,15.381,15.304,14.419,14.05,13.874,0.023,18.978829,3.6e-05,41.59187,0.0004,-1.3,1.5,-1.9,1.5,0.00076,0.00084,0.00106,0.00085,0.19,0.74,-1.3,1.3,1.3,1.3,0.29,0.76,-1.4,1.4,1.4,1.3,CANDIDATE
K07681.01,5352.0,159.0,-159.0,4.585,0.024,-0.128,0.07,0.3,-0.3,0.805,0.149,-0.064,0.919,0.058,-0.102,295.47382,39.124561,14.772,15.408,14.68,14.5,14.352,13.459,13.032,12.946,0.005,19.698274,3.1e-05,39.12509,0.00038,0.8,1.3,1.9,1.4,-6e-05,0.00019,-0.00035,0.0002,-0.04,0.44,0.4,1.2,0.4,1.2,0.21,0.41,0.4,1.2,0.5,1.2,CANDIDATE
K04563.01,5500.0,88.0,-66.0,4.228,0.195,-0.12,0.14,0.15,-0.1,1.221,0.193,-0.236,0.92,0.066,-0.039,285.15942,47.88274,14.487,15.026,14.449,14.256,14.19,13.218,12.829,12.775,0.092,19.010636,4e-05,47.88314,0.00036,0.3,1.4,1.4,1.3,-7e-05,0.00023,-0.00023,0.00021,-0.34,0.27,0.95,0.88,1.01,0.83,-0.41,0.27,0.91,0.89,1.0,0.81,CANDIDATE
K03165.01,6263.0,81.0,-74.0,4.024,0.013,-0.013,-0.18,0.15,-0.15,1.726,0.111,-0.068,1.147,0.156,-0.078,287.6376,46.204411,10.335,10.602,10.296,10.221,10.248,9.445,9.239,9.191,0.004,19.175845,1.5e-05,46.20394,0.00018,0.21,0.57,-1.68,0.64,0.0,1.8e-05,3.7e-05,2e-05,1.96,0.7,-0.71,0.96,2.08,0.87,1.18,0.71,0.19,0.91,1.2,0.65,CANDIDATE
K04636.01,5619.0,180.0,-200.0,4.488,0.048,-0.204,0.44,0.05,-0.3,0.976,0.281,-0.088,1.069,0.089,-0.122,292.98517,46.506569,15.511,16.154,15.429,15.235,15.152,14.29,13.856,13.749,0.002,19.532325,2.3e-05,46.50684,0.00022,-0.71,0.84,0.98,0.79,0.00059,0.00078,-0.0013,0.00074,0.38,0.36,0.63,0.69,0.74,0.62,-0.56,0.15,-0.5,0.43,0.75,0.38,CANDIDATE
K04637.01,6311.0,76.0,-76.0,3.993,0.016,-0.018,-0.12,0.15,-0.1,1.918,0.069,-0.128,1.324,0.067,-0.155,288.59967,46.031712,10.438,10.698,10.387,10.327,10.337,9.52,9.254,9.227,0.598,19.240003,2.2e-05,46.03166,0.00028,0.92,0.83,-0.16,1.0,-9e-06,1.2e-05,-1e-06,1.4e-05,0.6,1.4,0.5,1.2,0.8,1.1,1.0,1.4,0.5,1.3,1.1,1.2,CANDIDATE
K04709.01,5420.0,162.0,-146.0,4.596,0.038,-0.12,-0.2,0.3,-0.3,0.771,0.147,-0.063,0.864,0.08,-0.098,291.64294,37.632408,15.947,16.591,15.899,15.671,15.543,14.601,14.104,14.086,0.472,19.442848,3.3e-05,37.63239,0.00034,-0.6,1.4,-0.1,1.2,0.00021,0.00043,-0.0002,0.00037,0.0,1.5,-1.3,2.1,1.3,2.1,-0.1,1.5,-1.3,2.1,1.3,2.1,CANDIDATE
K04710.01,5973.0,160.0,-178.0,4.547,0.044,-0.187,-0.34,0.3,-0.3,0.857,0.237,-0.079,0.945,0.098,-0.12,290.7377,45.725368,15.58,16.055,15.533,15.376,15.28,14.415,14.038,13.965,0.482,19.382543,4.3e-05,45.72517,0.00044,1.1,1.6,-0.7,1.6,-0.00018,0.00028,0.00011,0.00028,-0.11,0.5,-0.52,0.98,0.53,0.99,-0.11,0.5,-0.67,0.86,0.68,0.87,CANDIDATE
K04711.01,5623.0,169.0,-152.0,4.596,0.042,-0.127,-0.4,0.3,-0.3,0.763,0.158,-0.056,0.853,0.08,-0.097,287.50766,44.31424,15.642,16.184,15.599,15.41,15.311,14.329,13.9,13.765,0.001,19.16708,3.6e-05,44.31396,0.0004,-3.8,1.4,-1.0,1.4,0.00103,0.00039,0.00028,0.0004,-0.15,0.86,0.78,0.92,0.8,0.94,-0.23,0.86,0.6,1.0,0.7,1.1,CANDIDATE
K04497.01,5807.0,138.0,-173.0,4.576,0.038,-0.152,-0.4,0.3,-0.3,0.8,0.181,-0.06,0.886,0.087,-0.106,289.26697,51.751221,15.17,15.643,15.118,14.968,14.892,14.014,13.639,13.571,0.406,19.284413,3.9e-05,51.75135,0.00033,-1.7,1.3,0.5,1.2,0.0002,0.00024,0.00011,0.00022,0.16,0.84,0.08,0.54,0.18,0.79,0.16,0.94,0.17,0.55,0.23,0.72,CANDIDATE
